,event_id_cnty,event_date,year,time_precision,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,admin1,admin2,admin3,location,latitude,longitude,geo_precision,fatalities,tags,population_best,civilian_targeting_dummy
0,UKR52270,2022-02-24,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,2,0,,128567.0,0
1,UKR52204,2022-02-24,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Vinnytsia,Khmilnytskyi,Kalynivska,Kalynivka,49.4539,28.5261,1,2,,14499.0,0
2,UKR236620,2022-02-24,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Police Forces of Ukraine (2019-) State Border Guard Service,,State forces,State forces-External/Other forces,,Kherson,Skadovskyi,Skadovska,Skadovsk,46.1161,32.9112,1,3,,15752.0,0
3,UKR52250,2022-02-25,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Bashtanskyi,Snihurivska,Snihurivka,47.0702,32.7914,1,0,,11953.0,0
4,UKR52208,2022-02-25,2022,1,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,Cherkasy,Zolotoniskyi,Voznesenska,Voznesenske,49.7557,32.1571,1,0,,3641.0,0
5,UKR52309,2022-02-26,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,Kyiv,Bilotserkivskyi,Bilotserkivska,Bila Tserkva,49.8094,30.1121,2,0,,81559.0,0
6,UKR52346,2022-02-26,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,0,,126234.0,0
7,UKR52288,2022-02-26,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Chernihiv,Nizhynskyi,Talalaivska,Velyka Doroha,50.8736,32.0028,1,0,,727.0,0
8,UKR151636,2022-02-26,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Balakliiska,Balakliia,49.4606,36.8527,1,0,,28811.0,0
9,UKR52283,2022-02-26,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,,,,Eastern Black Sea,43.389,36.519,3,0,,,0
10,UKR52286,2022-02-26,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Chernihiv,Chernihivskyi,Horodnianska,Horodnia,51.8914,31.5957,2,0,,12440.0,0
11,UKR52384,2022-02-27,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Volyn,Volodymyrskyi,Volodymyr-Volynska,Volodymyr-Volynskyi,50.8525,24.3236,2,0,,47920.0,0
12,UKR52347,2022-02-27,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.5055,31.2849,1,2,,111013.0,0
13,UKR151733,2022-02-27,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Kupianska,Kupiansk,49.7106,37.6152,1,0,,33721.0,0
14,UKR236623,2022-02-27,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,1,0,,27956.0,0
15,UKR52434,2022-02-28,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Sievierodonetska,Borovenky,49.0433,38.5647,2,0,,1175.0,0
16,UKR52437,2022-02-28,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Okhtyrskyi,Chupakhivska,Chupakhivka,50.3766,34.5811,2,0,,1904.0,0
17,UKR52414,2022-02-28,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Shevchenkivska,Shevchenkove,49.6959,37.1735,2,0,,10276.0,0
18,UKR236621,2022-02-28,2022,2,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Vyshhorodskyi,Ivankivska,Ivankiv,50.9387,29.8943,2,0,,7335.0,0
19,UKR52441,2022-02-28,2022,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Sumskyi,Lebedynska,Kulychka,50.4949,34.4801,2,0,,292.0,0
20,UKR52442,2022-02-28,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Sumskyi,Lebedynska,Moskovskyi Bobryk,50.4221,34.3497,2,0,,760.0,0
21,UKR52465,2022-03-01,2022,1,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Mariupolskyi,Mariupolska,Staryi Krym,47.1614,37.4869,1,0,,16636.0,0
22,UKR52507,2022-03-01,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Romenskyi,Romenska,Pustoviitivka,50.7804,33.576,2,0,,1414.0,0
23,UKR52520,2022-03-01,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,1,4,,123305.0,0
24,UKR52516,2022-03-01,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Mykhailivska,Mykhailivka,47.2724,35.2224,2,0,,12060.0,0
25,UKR52519,2022-03-01,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Vasylivska,Vasylivka,47.4369,35.2742,2,0,,14288.0,0
26,UKR52517,2022-03-01,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Vasylivska,Shevchenka,47.4115,35.187,2,0,,1138.0,0
27,UKR54719,2022-03-01,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kyiv,Fastivskyi,Fastivska,Fastiv,50.0767,29.9177,1,0,,24891.0,0
28,UKR52508,2022-03-01,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Sumskyi,Lebedynska,Byshkin,50.6289,34.6199,2,0,,1239.0,0
29,UKR52471,2022-03-01,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,15,local administrators,212551.0,0
30,UKR52501,2022-03-01,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Mykolaiv,Bashtanskyi,Snihurivska,Yevhenivka,47.0863,32.902,2,10,,1243.0,0
31,UKR236622,2022-03-01,2022,2,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Sumskyi,Lebedynska,Lebedyn,50.5852,34.4849,2,0,,26473.0,0
32,UKR52539,2022-03-02,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-) Territorial Defense Forces,Civilians (Ukraine); Police Forces of Ukraine (2019-),State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,4,,212551.0,0
33,UKR52556,2022-03-02,2022,1,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Vyshhorodskyi,Dymerska,Dymer,50.7834,30.3075,2,0,,5137.0,0
34,UKR52547,2022-03-02,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Brovarskyi,Velykodymerska,Rusaniv,50.4964,31.1644,2,0,,1940.0,0
35,UKR52537,2022-03-02,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,2,8,,18108.0,0
36,UKR52536,2022-03-02,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Chuhuivskyi,Chuhuivska,Kluhyno-Bashkyrivka,49.8406,36.7111,1,2,,4365.0,0
37,UKR52576,2022-03-02,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Okhtyrskyi,Trostianetska,Trostianets,50.4848,34.9657,2,0,,17754.0,0
38,UKR52535,2022-03-02,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Chuhuivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,1,2,,26212.0,0
39,UKR52720,2022-03-03,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Pisochynska,Novyi Korotych,49.9604,36.0082,1,0,,6339.0,0
40,UKR151738,2022-03-03,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Odesa,Bilhorod-Dnistrovskyi,Shabivska,Bilenke,46.0504,30.3638,1,0,,4654.0,0
41,UKR52774,2022-03-05,2022,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-State forces,,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,4,,212551.0,0
42,UKR52829,2022-03-05,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zhytomyr,Zhytomyrskyi,Novohuivynska,Novohuivynske,50.2066,28.6921,1,3,,11823.0,0
43,UKR52778,2022-03-05,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Brovarskyi,Baryshivska,Peremoha,50.4983,31.2506,1,10,,1769.0,0
44,UKR151750,2022-03-07,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Vyshhorodskyi,Ivankivska,Ivankiv,50.9387,29.8943,2,0,,7335.0,0
45,UKR53066,2022-03-08,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,1,22,,116867.0,0
46,UKR53067,2022-03-08,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,3,0,,116867.0,0
47,UKR53112,2022-03-09,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,3,0,,212551.0,0
48,UKR53148,2022-03-09,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Police Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Sumy,Sumskyi,Lebedynska,Lebedyn,50.5852,34.4849,1,3,,26473.0,0
49,UKR151760,2022-03-10,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Buchanskyi,Piskivska,Piskivka,50.6969,29.593,2,0,,3710.0,0
50,UKR53286,2022-03-11,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,2,0,,153099.0,0
51,UKR151764,2022-03-12,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kyiv,Buchanskyi,Buchanska,Vorzel,50.5444,30.153,1,0,,6333.0,0
52,UKR53851,2022-03-13,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Lviv,Yavorivskyi,Yavorivska,Yavoriv Combat Training Center,49.9243,23.3852,1,35,,3408.0,0
53,UKR53727,2022-03-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kyiv,Buchanskyi,Makarivska,Zabuyannya,50.5623,29.6411,1,0,,1113.0,0
54,UKR53414,2022-03-15,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,State forces-External/Other forces,,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,2,0,,14389.0,0
55,UKR53579,2022-03-16,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Rivne,Sarnenskyi,Sarnenska,Sarny,51.338,26.6019,1,0,,36262.0,0
56,UKR53651,2022-03-17,2022,1,Military Forces of Ukraine (2019-),,State forces,,,,State forces only,,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,31911.0,0
57,UKR53500,2022-03-18,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,50,,128567.0,0
58,UKR53530,2022-03-18,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Voznesenskyi,Voznesenska,Voznesensk,47.585,31.3321,1,0,,35497.0,0
59,UKR53889,2022-03-19,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Zhytomyr,Korostenskyi,Korostenska,Korosten,50.9594,28.6385,1,6,,47672.0,0
60,UKR53890,2022-03-19,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,2,0,,121909.0,0
61,UKR119748,2022-03-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Bohodukhivskyi,Bohodukhivska,Bohodukhiv,50.1647,35.5277,2,0,,13360.0,0
62,UKR119749,2022-03-19,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Chernihiv,Chernihivskyi,Desnianska,Vypovziv,50.9361,30.7909,2,0,,7463.0,0
63,UKR119746,2022-03-27,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-) Air Force,,State forces,State forces-External/Other forces,,Chernihiv,Chernihivskyi,Ripkynska,Ripky,51.801,31.0838,2,0,,8392.0,0
64,UKR119747,2022-03-27,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-) Air Force,,State forces,State forces-External/Other forces,,Chernihiv,Chernihivskyi,Horodnianska,Horodnia,51.8914,31.5957,2,0,,12440.0,0
65,UKR54610,2022-03-28,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,3,0,,212551.0,0
66,UKR54557,2022-04-01,2022,1,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Rebel group,Military Forces of Ukraine (2019-),,State forces,State forces-Rebel group,,Donetsk,Volnovaskyi,Velykonovosilkivska,Velyka Novosilka,47.8453,36.8353,1,0,,6688.0,0
67,UKR54743,2022-04-01,2022,1,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Rebel group,Military Forces of Ukraine (2019-),,State forces,State forces-Rebel group,,Luhansk,Alchevskyi,Kadiivska,Bohuslavske,48.6483,38.4213,1,0,,980.0,0
68,UKR54479,2022-04-01,2022,1,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Rebel group,Military Forces of Ukraine (2019-),,State forces,State forces-Rebel group,,Donetsk,Kramatorskyi,Sviatohirska,Khrestysche,48.9204,37.4908,1,0,,910.0,0
69,UKR55023,2022-04-03,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-) National Guard (Azov),,State forces,State forces-External/Other forces,,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,0,,89714.0,0
70,UKR55148,2022-04-05,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,3,0,,212551.0,0
71,UKR55126,2022-04-05,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-) Air Force,,State forces,State forces-External/Other forces,,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,0,,89714.0,0
72,UKR119985,2022-04-05,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Bohodukhivskyi,Zolochivska,Zolochiv,50.2799,35.9818,2,0,,10122.0,0
73,UKR68090,2022-04-05,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Kharkiv,Chuhuivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,1,1,,26212.0,0
74,UKR119986,2022-04-07,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zhytomyr,Zviahelskyi,Novohrad-Volynska,Zviahel,50.5862,27.6336,1,0,,38541.0,0
75,UKR55260,2022-04-07,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,1,0,,70613.0,0
76,UKR55277,2022-04-07,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,1,0,,13174.0,0
77,UKR55242,2022-04-07,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.1814,1,0,,74742.0,0
78,UKR119988,2022-04-09,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Melitopolskyi,Novobohdanivska,Starobohdanivka,47.115,35.4895,2,0,,962.0,0
79,UKR119987,2022-04-09,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Chuhuivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,2,0,,26212.0,0
80,UKR55529,2022-04-10,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-) National Guard (Azov),,State forces,State forces-External/Other forces,,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,0,,89714.0,0
81,UKR55611,2022-04-11,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,7,,89714.0,0
82,UKR119960,2022-04-11,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-) Navy,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Air Force,State forces,State forces-External/Other forces,,Khmelnytskyi,Khmelnytskyi,Starokostiantynivska,Starokostiantyniv,49.7576,27.2034,2,0,,22992.0,0
83,UKR119962,2022-04-11,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Marinska,Novomykhaylivka,47.8538,37.4841,2,0,,2548.0,0
84,UKR119963,2022-04-11,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Lysychanska,Zolotarivka,48.8769,38.2726,2,0,,3576.0,0
85,UKR119961,2022-04-11,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-) Navy,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kyiv,Buchanskyi,Buchanska,Havrylivka,50.6748,30.2072,2,0,,2371.0,0
86,UKR119964,2022-04-14,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,0,,128567.0,0
87,UKR119965,2022-04-14,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Mykolaivskyi,Kutsurubska,Parutyne,46.7046,31.8978,1,0,,3045.0,0
88,UKR119966,2022-04-14,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Husarivka,48.8818,37.1492,2,0,,892.0,0
89,UKR119967,2022-04-14,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Pokrovska,Novoyelyzavetivka,48.1362,37.0409,2,0,,575.0,0
90,UKR119968,2022-04-14,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Odesa,Odeskyi,Biliaivska,Povstanske,46.5244,30.2596,2,0,,1888.0,0
91,UKR55729,2022-04-14,2022,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Derhachivska,Derhachi,50.1066,36.1211,2,0,,31099.0,0
92,UKR119969,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,2,0,,128567.0,0
93,UKR119970,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.9025,37.0189,1,0,,13174.0,0
94,UKR119972,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Barvinkivska,Husarivka,48.8818,37.1492,1,0,,892.0,0
95,UKR119973,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Lysychanska,Lysychansk,48.9054,38.4353,1,0,,51025.0,0
96,UKR119976,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Balakliiska,Volobuivka,49.3323,36.869,2,0,,227.0,0
97,UKR119974,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Avdiivska,Opytne,48.0961,37.7214,1,0,,453.0,0
98,UKR119975,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Pokrovska,Sribne,48.1055,37.0142,1,0,,804.0,0
99,UKR55818,2022-04-15,2022,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Donetsk,Horlivskyi,Horlivska,Holmivskyi,48.4046,38.0817,1,0,,3198.0,0
100,UKR119971,2022-04-15,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Pokrovska,Horikhove,48.0987,36.9165,1,0,,434.0,0
101,UKR55930,2022-04-16,2022,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine); Labor Group (Ukraine),State forces,State forces-External/Other forces,,Kyiv City,Kyiv,,Kyiv - Darnytskyi,50.4003,30.6807,1,5,,134699.0,0
