,event_id_cnty,event_date,year,time_precision,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,admin1,admin2,admin3,location,latitude,longitude,geo_precision,fatalities,tags,population_best,civilian_targeting_dummy
2518,UKR127475,2023-09-10,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Staromaiorske,47.7528,36.7957,1,0,,481.0,0
2519,UKR127471,2023-09-10,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Toretska,New York,48.3319,37.8358,1,0,,5892.0,0
2520,UKR128310,2023-09-10,2023,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,49535.0,0
2521,UKR128312,2023-09-10,2023,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,Donetsk,Donetskyi,Donetska,Oleksandrivka,47.9225,37.571,1,0,,4443.0,0
2522,UKR133107,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.4844,36.2536,2,0,,18955.0,0
2523,UKR133109,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Soledar,48.6969,38.0611,1,0,,8919.0,0
2524,UKR133111,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Tokmatska,Tokmak,47.2552,35.7124,2,0,,18916.0,0
2525,UKR133112,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Polohivska,Verbove,47.4278,35.9898,2,0,,748.0,0
2526,UKR146005,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Kakhovskyi,Novokakhovska,Korsunka,46.7601,33.1971,1,0,,2534.0,0
2527,UKR132989,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.6128,31.5498,2,0,,11302.0,0
2528,UKR132990,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Bakhmutska,Zelenopillia,48.4715,37.963,2,0,,515.0,0
2529,UKR127438,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Synkivka,49.7634,37.7053,2,3,,203.0,0
2530,UKR127439,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Urozhaine,47.7531,36.8184,2,5,,657.0,0
2531,UKR133110,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Staromlynivska,Staromlynivka,47.6975,36.8247,2,0,,2212.0,0
2532,UKR127484,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Malotokmachanska,Mala Tokmachka,47.5325,35.8978,2,0,,1692.0,0
2533,UKR127491,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Spirne,48.8082,38.2588,2,0,,200.0,0
2534,UKR128321,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Staromlynivska,Kermenchyk,47.7087,36.9409,1,0,,799.0,0
2535,UKR127436,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Svativskyi,Kolomyichyska,Novoiehorivka,49.3349,37.9353,2,3,,12.0,0
2536,UKR133108,2023-09-11,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Luhansk,Svativskyi,Kolomyichyska,Serhiivka,49.3612,37.9578,2,0,,5.0,0
2537,UKR127488,2023-09-11,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Preobrazhenska,Omelnyk,47.6418,35.8773,2,0,,754.0,0
2538,UKR127565,2023-09-12,2023,1,Military Forces of Ukraine (2019-) Air Force,Enerhodar Communal Militia (Ukraine),State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,0,,22385.0,0
2539,UKR132950,2023-09-12,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Polohivska,Verbove,47.4278,35.9898,2,0,,748.0,0
2540,UKR132991,2023-09-12,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Dnipropetrovsk,Nikopolskyi,Marhanetska,Dobra Nadiya,47.5934,34.7015,2,0,,417.0,0
2541,UKR133114,2023-09-12,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Donetskyi,Yasynuvatska,Spartak,48.079,37.7635,2,0,,3612.0,0
2542,UKR132992,2023-09-12,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,2,0,,56796.0,0
2543,UKR132993,2023-09-12,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Toretska,Shumy,48.3802,37.9339,2,0,,211.0,0
2544,UKR133113,2023-09-12,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Donetskyi,Yasynuvatska,Mineralne,48.0996,37.8254,2,0,,1856.0,0
2545,UKR127440,2023-09-12,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Kreminska,Dibrova,49.0005,38.1123,2,5,,291.0,0
2546,UKR127441,2023-09-12,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Tokmatska,Robotyne,47.4478,35.837,2,5,,289.0,0
2547,UKR127566,2023-09-13,2023,2,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,2,0,,76454.0,0
2548,UKR127503,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,2,0,,6181.0,0
2549,UKR133116,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.0495,38.2179,2,0,,16728.0,0
2550,UKR133117,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Kreminska,Kuzmine,49.0063,38.1504,2,0,,267.0,0
2551,UKR133121,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Staromlynivska,Volodyne,47.6956,36.7506,2,0,,83.0,0
2552,UKR133119,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Svitlodarska,Mykolayivka,48.4861,38.0311,2,0,,36.0,0
2553,UKR133120,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Khersonskyi,Oleshkivska,Oleshky,46.6184,32.7189,1,0,,19504.0,0
2554,UKR127572,2023-09-13,2023,1,Police Forces of Ukraine (2019-) Security Service of Ukraine,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Blahovishchenska,Blahovischenka,47.4612,34.8221,2,0,,3223.0,0
2555,UKR127442,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,3,,13663.0,0
2556,UKR127443,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Bilmatska,Trudove,47.3157,36.5873,2,0,,416.0,0
2557,UKR133115,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Staromlynivska,Kermenchyk,47.7087,36.9409,2,0,,799.0,0
2558,UKR127511,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Staromlynivska,Novomaiorske,47.7315,37.036,2,0,,210.0,0
2559,UKR127521,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Urozhaine,47.7531,36.8184,2,0,,657.0,0
2560,UKR127515,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Prechystivka,47.7788,37.0753,2,0,,427.0,0
2561,UKR127518,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Spirne,48.8082,38.2588,2,0,,200.0,0
2562,UKR127501,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Lysychanska,Bilohorivka,48.9259,38.2467,2,0,,704.0,0
2563,UKR127506,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Kyslivka,49.6407,37.9048,2,0,,456.0,0
2564,UKR127567,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) Navy,Civilians (Ukraine); Labor Group (Ukraine),External/Other forces,State forces-External/Other forces,,Crimea,Sevastopol,,Sevastopol,44.6121,33.5244,1,64,,121058.0,0
2565,UKR212265,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Navy,,State forces,Military Forces of Russia (2000-) Navy,,External/Other forces,State forces-External/Other forces,,,,,Western Black Sea,43.517,31.245,3,0,,0.0,0
2566,UKR127510,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Svativskyi,Kolomyichyska,Novoiehorivka,49.3349,37.9353,2,0,,12.0,0
2567,UKR132994,2023-09-13,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Malynivska,Malynivka,47.6723,36.4758,1,0,,685.0,0
2568,UKR133118,2023-09-13,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Fedorivska,Mezhyrich,47.6037,36.4163,2,0,,54.0,0
2569,UKR127569,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Navy,Police Forces of Ukraine (2019-) Security Service of Ukraine,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Crimea,Yevpatoriiskyi,Zaozernenska,Zaozerne,45.1561,33.2754,1,0,,16216.0,0
2570,UKR133122,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Kakhovskyi,Novokakhovska,Korsunka,46.7601,33.1971,2,0,,2534.0,0
2571,UKR136433,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2,0,,1092.0,0
2572,UKR127570,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Navy,,State forces,Military Forces of Russia (2000-) Navy,,External/Other forces,State forces-External/Other forces,,Crimea,,,South Coast of Crimea,44.59,34.849,2,0,,0.0,0
2573,UKR127444,2023-09-14,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Berestove,49.5403,37.8941,2,3,,113.0,0
2574,UKR127445,2023-09-14,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Kyslivka,49.6407,37.9048,2,3,,456.0,0
2575,UKR127446,2023-09-14,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Synkivka,49.7634,37.7053,2,4,,203.0,0
2576,UKR127447,2023-09-14,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Olhynska,Volodymyrivka,47.726,37.4014,2,5,,5338.0,0
2577,UKR136439,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Staromlynivska,Kermenchyk,47.7087,36.9409,2,0,,799.0,0
2578,UKR127571,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Navy,,State forces,Military Forces of Russia (2000-) Navy,,External/Other forces,State forces-External/Other forces,,,,,Western Black Sea,43.517,31.245,3,0,,0.0,0
2579,UKR146012,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Crimea,Yevpatoriiskyi,Yevpatoriiska,Yevpatoria,45.1928,33.3674,2,0,,75331.0,0
2580,UKR128353,2023-09-14,2023,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,Donetsk,Donetskyi,Yasynuvatska,Vesele,48.0612,37.7121,1,0,,6882.0,0
2581,UKR127548,2023-09-15,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Tokmatska,Robotyne,47.4478,35.837,2,0,,289.0,0
2582,UKR127550,2023-09-15,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Staromaiorske,47.7528,36.7957,2,0,,481.0,0
2583,UKR133123,2023-09-15,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Fedorivska,Chkalova,47.6126,36.5218,2,0,,6.0,0
2584,UKR133124,2023-09-15,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Svitlodarska,Semyhiria,48.4661,38.1595,2,0,,1046.0,0
2585,UKR127543,2023-09-15,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Malotokmachanska,Mala Tokmachka,47.5325,35.8978,1,0,,1692.0,0
2586,UKR128564,2023-09-15,2023,1,Military Forces of Ukraine (2019-) Navy,,State forces,Military Forces of Russia (2000-) Navy,,External/Other forces,State forces-External/Other forces,,,,,Western Black Sea,43.517,31.245,3,0,,0.0,0
2587,UKR128391,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,1,0,,6181.0,0
2588,UKR135916,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Bakhmutska,Khromove,48.5973,37.9451,1,0,,10865.0,0
2589,UKR128392,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Malotokmachanska,Mala Tokmachka,47.5325,35.8978,1,0,,1692.0,0
2590,UKR128369,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Ivanivka,49.6608,37.8915,2,2,,18.0,0
2591,UKR128378,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Kupianska,Boldyrivka,49.6325,37.5774,2,3,,127.0,0
2592,UKR128379,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Synkivka,49.7634,37.7053,2,3,,203.0,0
2593,UKR128441,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Siverska,Serebrianka,48.9211,38.1276,1,0,,473.0,0
2594,UKR128463,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Spirne,48.8082,38.2588,1,0,,200.0,0
2595,UKR128395,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Svativskyi,Krasnorichenska,Balka Zhuravka,49.1581,37.9749,1,0,,426.0,0
2596,UKR128370,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Komarska,Voskresenka,47.9561,36.6487,2,2,,490.0,0
2597,UKR128368,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Dvorichanska,Berestove,49.8554,37.9489,2,2,,133.0,0
2598,UKR128458,2023-09-16,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Svativskyi,Kolomyichyska,Novoiehorivka,49.3349,37.9353,1,0,,12.0,0
2599,UKR128386,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Urozhaine,47.7531,36.8184,1,5,,657.0,0
2600,UKR136452,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Bakhmutska,Bakhmut,48.5956,37.9999,2,0,,47600.0,0
2601,UKR136468,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Berestove,48.7561,38.2518,2,0,,1041.0,0
2602,UKR136472,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Luhansk,Sievierodonetskyi,Kreminska,Kuzmine,49.0063,38.1504,2,0,,267.0,0
2603,UKR136517,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Tokmatska,Rivne,47.4333,35.7242,2,0,,17.0,0
2604,UKR136529,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Tokmatska,Robotyne,47.4478,35.837,2,0,,289.0,0
2605,UKR128401,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Lymanska,Novomykhailivka,49.2001,37.871,1,0,,19.0,0
2606,UKR136488,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Khersonskyi,Oleshkivska,Zaplava,46.6314,32.8325,2,0,,695.0,0
2607,UKR136538,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kherson,Kakhovskyi,Tavriyska,Tsukury,46.7007,33.4273,2,0,,893.0,0
2608,UKR128372,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Svativskyi,Kolomyichyska,Miasozharivka,49.4398,37.9069,2,2,,3.0,0
2609,UKR128385,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Staromaiorske,47.7528,36.7957,1,5,,481.0,0
2610,UKR128387,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Polohivska,Verbove,47.4278,35.9898,1,10,,748.0,0
2611,UKR128761,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Prechystivka,47.7788,37.0753,1,0,,427.0,0
2612,UKR128440,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,1,0,,13242.0,0
2613,UKR136482,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Avdiivska,Opytne,48.0961,37.7214,2,0,,370.0,0
2614,UKR212267,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Crimea,Yevpatoriiskyi,Olenivska,Olenivka,45.3738,32.5354,2,0,,1896.0,0
2615,UKR212268,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Police Forces of Russia (2000-) Coast Guard,,External/Other forces,State forces-External/Other forces,,Crimea,Simferopolskyi,Dobrivska,Perevalne,44.8449,34.3165,1,0,,4104.0,0
2616,UKR212266,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,,,,Cape Fiolent,44.4978,33.4874,1,0,,11512.0,0
2617,UKR128380,2023-09-17,2023,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Dvorichanska,Berestove,49.8554,37.9489,2,3,,133.0,0
2618,UKR129295,2023-09-17,2023,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Donetskyi,Donetska,Donetsk - Kyivskyi,47.9857,37.8625,1,0,,62250.0,0
